Father_node,Child_node,语义关系,发言类型(Child_node)
不想 病人 遭罪 病人 年龄 建议 盲试 特罗 凯 日子 治疗 很快,放弃 治疗 情况 忙 试易瑞沙 价格 比特 便宜 时间 前途 光明 吃药 易瑞沙 丹参片 吃 两种 药 外观 老人 看不出来,1,2
基因 检测 阴性 靶向 成功 要试 灰心 试到 有用 赚 化疗 太 痛苦 化疗 几次 走 靶向 化疗 身体,"家 江西 县城 发现 县 医院 转 住院 江西省 肿瘤医院 我爸 陪 我要 上班 请 几次 假 领导 不悦 
 化疗 多西 他赛 培美曲 塞 顺铂 卡 铂 效果 不佳 
 医生 说 做不了 基因 检测 上海 做 想 请假 好歹 问 点 
 医生 说 盲吃 论坛 药 太 盲目",2,2
07   父亲 人生 一棵树 骨转 肝转 适合 手术 放化疗 盲试 易瑞沙 结束 时间 89 回复数 11 类型 建议 型,吃 一个月 易 建议 停止 免疫针,0,1
贝伐 治疗 胸水 不错,贝伐 单用 胸腔 罐 帖子 妈妈 止住,3,3
"你别 激动 这是 慢性病 慢性子 有条不紊 冷静 一步 一步 走 急 急 不出 
 慢性病 发展 时间 时间 从容 学习 尝试 
 先 事 事",效果 一两年 稳定 定期检查 就行了,3,3
96   妈妈 61 岁 脑转 骨转 疑似 肝转 19 基因突变 服用 特罗 凯 妈妈 祈福,"  
 肢体 麻 脑 转移 导致 问下 医生 脑 转移 程度 放疗 
 描述 太 导致 瘫痪",0,1
进展 压制 经济 条件 紫杉醇 希罗 达 赫赛 汀 医生 同意 用赫赛 汀 HER2 2992 赫赛 汀,"建议 搂 主用 诺维 帕类 化疗 病情 进展 全身 控制 化疗 靶向 药是 
 2992 Her2 阳性 病理 Her2 转为 阴性 更好 靶向 药 抓紧 化疗",1,2
试一下 克磋 替尼,克药 犹豫,1,2
吃 靶向 药 有用 吃 靶向 药 男性 选择 靶向 药 种类 首 特罗 凯,手术 病理 送 检测 基因突变 检测 EGFR ALK KRAS,3,3
"你家 克   副作用 是因为 用量 减小 用量   说明书 最小 用量 250mg 
 我家 200mg 次   克用 月",非常感谢,1,2
基因 检测 阴性 靶向 成功 要试 灰心 试到 有用 赚 化疗 太 痛苦 化疗 几次 走 靶向 化疗 身体,停药 小小 付 作用 算得什么 帖子 学习 祝福,3,3
肝脏 病灶 残余 看能 做 局部 治疗 掉 单药 希罗 达 2992 转成 内分泌 治疗,急 好不好 一股脑 药 全用 2992 要联 184 长期抗战 吃药 不见得 有大 效果 副作用 成倍增加 2992 70mg 184 心脏 毒性 很大 身体 跨 长期抗战 这是 慢性病 重药 速决战 能治好 慢下来 急,3,3
突不 突变 管不了 先 靶向 药,楼主 年轻 听 草船 兄 先 试吃 特罗 凯先 特 买 印度 一点 贵 吃 印度 放心 药 再学 特和易 盲试 首选 脑转 草船 建议 先 试特 犹豫,1,2
中药 消水 作用 根源 肿瘤 肿瘤 控制 住 胸水 慢慢 消失,父亲 一月 胸水 厉害 易瑞沙 吃 一个半月 水才 消了,3,3
水晶 希望 靶向 药 主动 轮换 化疗 好多 靶向 药都 耐药 化疗 做 几次 重回 靶向 更好 祝 治疗 顺利,楼主 年轻 听 草船 兄 先 试吃 特罗 凯先 特 买 印度 一点 贵 吃 印度 放心 药 再学 特和易 盲试 首选 脑转 草船 建议 先 试特 犹豫,1,2
我爸 胆管癌 根治术 年 网膜 转移 执行 化疗   方案     奥沙利 铂 雷替 曲塞 贝伐 单抗,"关键 那位 病友 接受 内分泌 治疗 转移 病灶 ER 表达 
 接受 内分泌 治疗 ER 强 阳性 去势 效果",3,3
谢谢 明天 安排 做 pet ct 时 病因,谷维素 维生素 B12 两天,3,2
"疼痛 是因为 胸膜 肿瘤 控制 肿瘤 就止 疼痛 因止 疼痛 止痛药 引来 缩小 肿瘤 目标 阿瓦斯 汀 力比泰 卡 铂 阿瓦斯 汀 特罗 凯 4002 90 毫克 2992 阿西 替尼 毫克 X2 次 选择 
 阻塞性 肺炎 肿瘤 炎症 抗肿瘤 消炎",说 道理 病人 情况紧急 控制 病情 生命危险 9291 先上 控制 住 病情 更好 不行 就易加 184 阿西,2,2
呼吸困难 踹 气 感染 用上 泰能 输 白蛋白 检查 电解质 看钾 低 低 低 虚弱 就让 医生 打点滴 补钾,白蛋白 太低 注射 白蛋白,3,3
担心 吃 中药 影响 靶向 药 药效 憨豆 说 吃 靶向 药时 停掉 中药,谷维素 维生素 B12 两天,3,2
兄弟 盲吃 靶向 脑 转骨转 盲吃易,草船 兄说 先 做 慢慢 学习,1,2
"检查报告 静脉注射 显像剂 小时 前位 后位 全身 骨 显像 
 全身 骨骼 显像 清晰 形态 放射性 分布 欠 均匀 左侧 前 肋 左侧 10 肋局   限性 放射性 浓聚 灶 提示 部位 骨质 代谢 异常 骨骼 关节 放射性 分布 均匀 对称 
 检查 结论 左侧 前 肋 左侧 10 肋骨 质 代谢 异常   AFP 涨 800 发现 骨转 做 放疗 打骨 转针 请 战友 帮忙 主义",建议 阿西 加 184 加唑来 膦 酸,3,0
做 基因 检测 免疫组化 先 吃 药 全部都是 阴性 建议 从易瑞沙 试药 基因 检测 阴性 少量 吃 靶向 药物 加油 孩子,楼主 年轻 听 草船 兄 先 试吃 特罗 凯先 特 买 印度 一点 贵 吃 印度 放心 药 再学 特和易 盲试 首选 脑转 草船 建议 先 试特 犹豫,1,2
年纪 病人 肿瘤 发展 慢 说句实话 也许 肿瘤 转移 寿 做法 道理 先备 靶向 药 观察,楼主 年轻 听 草船 兄 先 试吃 特罗 凯先 特 买 印度 一点 贵 吃 印度 放心 药 再学 特和易 盲试 首选 脑转 草船 建议 先 试特 犹豫,1,2
"  
 脑转 症状 早些 放疗 暂缓 特 控制 脑转 脑部 发展 情况 做 增强 磁共振 19 突变 生存期 年 活不了 多久 消极 治疗 脑部 早些 控制 用药治疗 灵活 生存期 更长 每月 定期 复查 护肝 指标 少量 吃 超标 吃","  
 爸爸 护肝 吃 打算 赶紧 买来 吃 检查 肝功 抽血 CT",1,2
阿瓦斯 丁 控制 胸水,另加 多西 他赛 效果 更好,3,3
  2015 12 22 更新 过关斩将 下一关 爷爷 不肯 吃饭 不爱 喝水 90 岁 爷爷 治疗 记录,对症 支持 包括 输血 预防 心肺 衰竭 顶过 一波 较大 好转 条件 经济基础 转 icu icu 对症 支持 特权,0,1
感觉 ct 有无 变化 人眼 目测 出入 换药,楼主 加油 我家 易 4002 吃 月,3,3
体内 T790m 突变 EGFR 突变 9291 EGFR18 19 21 作用 效力 超过 易 特 2992 60mg 9291   抑制 不住 EGFR 突变 情况 联合 易 特 2992 效果,291 先加量 100 下步 联易,1,2
方案   7080 多吉 美 为辅 两种 药 联合,测 免疫 化组 ALK C MET HER VEGF EGFR ALK C MET 号 用克唑 替尼 XL184,3,2
感染 用泰能 拜服 乐,用泰能   拜复乐 老妈 84 岁 医生 说 死亡 一年 服 特罗 凯 生活 质量 影响 上周 加重 打针 输液 走 很慢 口服药 我会 老家 状态 崩溃 憨 叔 推荐 拜 复乐 服 两天 精神 说胡话 年龄 建议 赶紧 用泰能 拜复 乐吧 药太 霸道,1,2
谢谢您 经去 医院 报到 打针 护肝升 血小板,海南 医疗 外 水平 有限 微波 老公 不想 到处跑 体质 瘦 剩下 83 斤 身高 1.67 谢谢 前辈 帮忙 主义,2,2
肺 腺癌 IV 期 EGFR19 突变 11 月 妈妈 走,增量 吃易瑞沙 效果 治疗 帖 采用 模式 效果 等同于 服用 1.5 片易瑞沙 体内 易瑞沙 浓度 提高 疼痛感 有没有 减轻,0,1
甲沟炎,消毒 撒 云南白药 粉,0,1
不想 病人 遭罪 病人 年龄 建议 盲试 特罗 凯 日子 治疗 很快,岁 高龄 盲吃 靶向 药 易瑞沙 控制 副作用 病情 进展 后期 病人 痛苦,1,2
改 9291,"备 9291 这回 妈妈 降 个点 不想 放弃 4002 我妈 两个 月 4002 吃 CT 显示 肺部 结节 缩小 冒险 
 前 几天 憨叔 建议 我妈 改吃 9291 憨叔 建议 时 我妈 检查 想 吃 20 几天",3,3
建议 基因 检测 家人 血检 EGFR 阴性 化疗 几个 周期 肺 穿刺 活检 EGFR 突变 特罗 凯,做 支气管镜 摸摸 脖子 锁骨 有没有 淋巴结 肿大 上传 CT 片 简单 肺 穿刺 OK 临床 医生 思维 定势 做 气管 镜 注重 查体 建议 搞清楚 基因 状态 一步 治疗 建议 论坛 无证据 试药 憨叔 经验 复制,2,2
单发 做 全脑 放 伽马刀 请教 前辈,数量 少 尺寸 病友 首选 伽马刀,1,2
化疗 两次 希望 手术,肺部 感染 确实 当成 肿瘤 优先 我家 感染 导致 病情 急转直下 病危 抗感染 咳嗽 痰 消失 疼痛 减轻,1,2
靶向 药 肝功 不好 阿西 楼主 宝宝 身体,靶向,1,2
61   重回 化疗 新 发现 多发 骨转 母亲 肺 鳞癌 骨转移 治疗 帖 --- 愿 爱能 母亲 走,感觉 化疗 太 遭罪,0,1
992 有效率 很大 官方 推荐,楼主 年轻 听 草船 兄 先 试吃 特罗 凯先 特 买 印度 一点 贵 吃 印度 放心 药 再学 特和易 盲试 首选 脑转 草船 建议 先 试特 犹豫,1,2
86   31 岁 老公 查出 肝癌 晚期 挺 大肚子 六神无主,靶向 药 肝功 不好 阿西 楼主 宝宝 身体,0,1
奖励 最佳 答复,百度 褪黑素 睡前 一粒 挺 简单,0,1
试 特罗 凯,建议 先 特罗 凯   盲吃 一个月,1,2
远端 转移 80mg 130mg 效果 阿斯利康 二期 临床 数据,进展 远端 腺癌,1,2
顺铂 太 医生 协商 调增 卡 铂,恩 到时候 听 医生 朋友 说顺 铂 效果 比卡 铂,1,2
楼主 有脑 转 特罗 凯比易 入脑 试一下,基因突变 突变 盲吃   脑转 先 特罗 凯 做 基因 检测   病人 一场 手术   穿刺    ,1,2
用特 至少 周 检查,吃够 月 做 检查,1,2
53   靶向 药 轮回 疑问,"下午   
 凡德 阿西 无效 换 类似 药 步法 不错",0,1
楼 重点 有骨转 做骨 扫描 1000 不到,手术 听 权威 医生 意见 我妈 检查 过程 腰部 核磁 发现 肿瘤 医生 怀疑 恶性 北京积水潭医院 肿瘤科 全身 骨 扫描 发现 骨盘 病变 腰 医生 怀疑 恶性肿瘤 可能性 一步 骨盆 穿刺 拍 胸片 发现 原发灶 肺部 双肺 全有 晚期 手术 穿刺 腺型 转到 北京协和医院 基因 检测 阳性 吃易瑞沙 第二个 月 医生 说 妈 症状 咳嗽 每月 医院 输 天晴依 泰 保护 骨头 检查 两个 月 吃 易瑞沙 治疗,3,3
伽马刀 贵 设备 医院 情况 转院,说 太 道理     耐药 穿刺 活检 部位 肺部 原发灶 腰部 转移 瘤 办法 大夫 做 妈妈 医院 做 肺部 穿刺 好像 不太可能,1,2
单肺     医生 建议 术后 放疗,说 太 道理     耐药 穿刺 活检 部位 肺部 原发灶 腰部 转移 瘤 办法 大夫 做 妈妈 医院 做 肺部 穿刺 好像 不太可能,1,2
利尿剂 消除 腹水 卧床 休息 戒盐 戒油,饮食 软要 温,1,2
15   吃 91 效果 不错 吃,调整 药量 联合 用药 听说 3579,0,1
建议 穿刺 活检 做 基因 检测 针对性 靶向 药 控制,不用 早日 靶向 早日 治疗,1,2
爸爸 肺 腺癌 骨转 299804 中 停 止痛药 CEA CA199 降 胰体 低密度 灶 耐药,建议 备着 V 靶点 克药 靶点 药,0,1
炎症 先 消炎 C 高,先 炎症,1,2
  基因 突变 野生型 患者 谈谈 治疗 方法,野生型 HER2 VEGF 阴性 不明 一线 推荐 化疗 周期 再用 特罗 凯,0,1
12   易瑞沙 特罗 凯 2992 4002 299804 易 120 特 4002 ..... 现 2921 单药 中 ....,病情 处于 进展 期 培美 顺铂 强力 阿瓦斯 丁来 抑制 住 病情 进展 再换 靶向 药,0,1
肝功 复查 升高 介入 吃水 飞 即可,afp 加测 肿瘤 标志物 铁蛋白 顺便 凝血 测,1,2
4002 2992 4002 300mg 分 次 150mg 吃掉 那放得 久 2992 2992 装 量 2992 放 时间 长 2992 无效 影响 大局 2992 高血压 副作用 吃 降压药,2992 影响 血压 担心 肿瘤 发展 把量 加到 70 毫克 老马 病人 身体 情况 低 CEA 建议 60 毫克 药 建议 近期 肿瘤 拼命 治疗 解决 心血管 若能 解决 减轻 程度 抗肿瘤 本钱 提升 肿瘤 发展 陷入 用药 僵局,1,2
一个月 前 做 胃镜 说 放 支架 妈妈 淋巴 肿大 食管 压 连水 下不去 气管 压 留 一点 地方 喘得 厉害 本来 想放个 最细 胃流 导管 吃 流质 纠结 半天 放 担心   胃镜 镜头 食管 25cm 30cm 地方 实在 下不去 胃流 导管 盲 插 难度 更大 痛苦 半天 放不下   放下 淋巴 压迫 食管 气管 地方 连在一起 空间 食管 有个 管子 气管 进一步 压迫 采用 静脉 补液,"办法 做 检查 
 我妈 做 检查 年纪 太大 84 岁 盲试 不错 喝水 呛 没事 手 不抖",1,2
手术 手术 身体 肺叶 切除 全肺 切除 双肺 转移 手术,同意 妈妈 21 突变 化疗 效果 不错 化疗 耐受 靶向 药 不用 犹豫,1,2
做个 骨 扫描 情况 用药,"盐酸 吗啡 片 短效 药 小时 功效 奥施 康定 12 小时 长效 药               吗啡 服用 剂量 
 身体 状况不佳 化疗 尝试 半月 9291 疼痛 加剧 服用 参考 联合 用药 希望 疗效",2,2
化疗 耐受 化 交流,化疗 过多,2,2
建议 穿刺 活检 做 基因 检测 针对性 靶向 药 控制,靶向 治疗 治疗 发展 很快,1,2
"新人 发表 观点 抗肿瘤 止痛 
 疼痛 不好 只能 吃 止痛药 靶向 天应 增加 疼痛 疼痛 建议 奥施 康定 芬太尼 推荐 贴后 约 24 小时 见效 我妈 持续 服用 奥施 康定 两次",谢谢 我家 12 月 吃 奥斯 康定 效果 换 吗啡 星期 吗啡 量 翻番 止不住 疼痛 t790m 突变 检测 前 天才 拿到 信心 4002 2992 9291 慢慢来 医生 4002 9291 知之甚少 喊 化疗 爱人 身体 承受 忧心如焚,2,2
"路 很长 一种 药能 用到 长时间 钱 留在 稳妥 检查 
 你家 吃 长时间 早点 检查 肿瘤 标志物 稳定   月 检查 有无 效果 21 天 检查 CEA 一种 标志物 CA153 参考",塞来 昔布 200MG 参考 深蓝 帖子 局部 止痛,3,3
易瑞沙 特罗 凯 一代 药 特罗 凯 浓度 高于 易 特 耐药 回易瑞沙,妈妈 吃 克 特联药 你家 难受 我妈 克药 饭后 半小时 服用 喝水 药 入胃 中 方法 好多 你家 尝试,1,2
alex 求教 解决 咳嗽 方法,同仁堂   买人 参保 肺丸   试试     止咳 效果,0,1
56   爸爸 月 号 走 感谢 朋友 巨块 型 术后 月 肝内 多发,感染 科 专科医生 更好 对症 外科 肿瘤科 适合,0,1
谢谢 回复 妈妈 找 医生 开 抗病毒 药 做 完 手术 出院 时 问 抗病毒 医生 说 先 少 吃药 吃饭 恢复 身体 没想到 身体 恢复过来,唑 膦 酸 立竿见影 副作用 骨转 后期 89 锶 XL184   卡博替 尼,1,2
培美 期,感觉 你家 药换 频繁 心急 原因 吃 时间 判定 无效 有时候 吃 几天 原因 导致 吃 几天 状态 不好 导致 药 无效,1,2
63   求助   爸爸 肺癌 转移   现 压迫 气管   呼吸困难,试试 9291 药 医院 医生 价格 不贵 基因 突变 免疫组化 憨豆 大叔 文章,0,1
"妈妈 21 突变 懂 靶向 药 先 化疗 两次 效果 病灶 显示 大半 靶向 停 化疗 靶向 稳定 好处 不用 折腾 过得 舒服 病情 说 当初 化疗 效果 情况 放弃 化疗 靶向 明智 原因 21 突变 一线 靶向 不见得 一线 化疗 更好 阿法 替尼 化疗 21 突变 一线 治疗 优势 OS 几个 月 21 突变 19 突变 化疗 敏感 有效率 更高 一线 化疗 三线 化疗 有效率 高 想 化疗 武器 放到 很大 变 无效 癌症 消耗性 疾病 越往后 病人 身体 越 差 趁现在 身体状况 尚可 先 化疗 化疗 几期 靶向 无效 接 靶向 化疗 留 有效率 低 到时候 病人 身体 耐受 
 AC 方案 楼主 说 AP 方案 培美曲 塞 铂 类 
 看法 仅供参考",同意 妈妈 21 突变 化疗 效果 不错 化疗 耐受 靶向 药 不用 犹豫,1,2
尝试 靶向,盲试 机会 克药,3,3
索坦 无效 肝部 病灶 控制 不错 肺部 增多 增大 求 粒子 植入 技术 医院 医生,感觉 做个 影像学 检查 确认 效果 有时候 AFP 干扰 因素,0,1
化疗 癌 没冶好 不行,水晶 希望 靶向 药 主动 轮换 化疗 好多 靶向 药都 耐药 化疗 做 几次 重回 靶向 更好 祝 治疗 顺利,1,2
培美顺 铂 化疗 祝福 化疗 理解 培美顺 铂 超过 疗程,992 打击 Her2 靶点 效果,3,2
多谢 sharonalen 希罗 达 2992 方案 药物 太 妈妈 身体 脏器 药物 反复 伤害 已然 经不起 折腾 想 尝试 寻找 和缓 方案,"单药 184 
 你家 单药 184 多久 指标 换药 用到 副作用 耐受",0,4
楼主 家 用药 4002 效果 不好 184 效果 met 扩增 T790m T790m 极少 9291 E 靶点 T790m 9291 效果 不好 群里 阿梁用 4040 脉冲 法 对付 脑转 加倍 服用 易 不服 交替 楼主 借鉴 他家 用药 方法,母亲 67 岁 现服易 中,3,3
吃易 一个月 观察 脑部 效果   症状 先 放疗,手术 听 权威 医生 意见 我妈 检查 过程 腰部 核磁 发现 肿瘤 医生 怀疑 恶性 北京积水潭医院 肿瘤科 全身 骨 扫描 发现 骨盘 病变 腰 医生 怀疑 恶性肿瘤 可能性 一步 骨盆 穿刺 拍 胸片 发现 原发灶 肺部 双肺 全有 晚期 手术 穿刺 腺型 转到 北京协和医院 基因 检测 阳性 吃易瑞沙 第二个 月 医生 说 妈 症状 咳嗽 每月 医院 输 天晴依 泰 保护 骨头 检查 两个 月 吃 易瑞沙 治疗,3,3
12   易瑞沙 特罗 凯 2992 4002 299804 易 120 特 4002 ..... 现 2921 单药 中 ....,甲沟炎 双氧水 冲洗 碘伏 泡 20 分钟,0,1
pd 静脉注射 医院 不让 靶向 药 只能 找 口服,说 太 道理     耐药 穿刺 活检 部位 肺部 原发灶 腰部 转移 瘤 办法 大夫 做 妈妈 医院 做 肺部 穿刺 好像 不太可能,1,2
尝试 靶向,憨豆 叔 所说 基因突变 试试 靶向 药,1,2
"前辈 帮忙 主义 
             2014 年 月 肺部 转移 多发 一年多来 增大 1.1 cm 胸膜 肿瘤 胸膜 肿瘤 侵犯 肋骨 骨 扫描 显示 左侧 前 肋 左侧 10 肋 局限性 放射性 浓聚 灶 叩 痛点 片状 拉扯 痛和压 麻痛 
           2014 年 12 月 转移 肝部 发现 时 1.0 cm 多个 结节 一年多来 发展 2015 年 10 月 1.8 cmx2.0 cm 大小 1.0 cm 密度 降低 原发灶 左 隔 脾 之间 
           治疗 方案 
 骨转 打骨 转针 肋骨 放疗 医生 建议 直线 加速器 做 医生 建议 做 
 肺部 想 肺部 发展 不快 暂时 
 肝部 海口 有射 波刀 5cm 内均 想 肝部 肿瘤 发展 挑 2cm 做 降低 癌 负荷 肝部 做射波 刀 后果",肝上 病灶 介入 治疗,3,0
靶向 联用 副作用,说 太 道理     耐药 穿刺 活检 部位 肺部 原发灶 腰部 转移 瘤 办法 大夫 做 妈妈 医院 做 肺部 穿刺 好像 不太可能,1,2
靶向 药 建议 做 基因 检测 目标 用药 基因 检测 只能 效果 好的开始 一种 一种 试 想要 靶向 药 控制 实体 瘤 不太可能 幸运 尽量减少 癌 负荷 配合 靶向 药 意见 仅供参考,担心 只能 试试 靶向 无效 靶向 试试 西 索坦 7080,1,2
55   分享 经验,脑部 控制 好转 建议 早些 做 脑部 放疗,0,1
8O4 联 184 280 试试 药 换得 太 频繁 药量 一点 仅供参考,脑膜 转移 解放军总医院 医生 简单 做 腰 穿 脑膜 转移 做 全脑 放疗 凶多吉少,2,2
全身检查 肺部 确实 手术 身边 病友 切除 整片 肺 生活 状态 依然 不错 手术 首选 降低 癌 负载 治疗,能切 切掉 广州 治疗 手术 找 中山医 肿瘤外科 戎 铁军 教授 医生 号 超难 挂 出诊 那天 早早 候着 诊室 门口 加号 病历 资料 片子 带齐,1,2
